:Data_list: 20211229_ace_mag_1m.txt
:Created: 2021 Dec 30 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2021 12 29  0000   59577       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0001   59577      60    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0002   59577     120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0003   59577     180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0004   59577     240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0005   59577     300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0006   59577     360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0007   59577     420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0008   59577     480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0009   59577     540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0010   59577     600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0011   59577     660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0012   59577     720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0013   59577     780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0014   59577     840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0015   59577     900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0016   59577     960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0017   59577    1020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0018   59577    1080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0019   59577    1140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0020   59577    1200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0021   59577    1260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0022   59577    1320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0023   59577    1380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0024   59577    1440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0025   59577    1500    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0026   59577    1560    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0027   59577    1620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 29  0028   59577    1680    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
