:Data_list: 20231013_ace_swepam_1m.txt
:Created: 2023 Oct 14 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2023 10 13  0000   60230       0    0        0.9      319.2     2.84e+04
2023 10 13  0001   60230      60    1        0.9      313.9     2.17e+04
2023 10 13  0002   60230     120    1        0.5      309.0     2.12e+04
2023 10 13  0003   60230     180    0        0.5      316.7     3.11e+04
2023 10 13  0004   60230     240    0        0.6      313.7     3.11e+04
2023 10 13  0005   60230     300    0        0.7      317.4     1.95e+04
2023 10 13  0006   60230     360    0        1.1      321.5     2.83e+04
2023 10 13  0007   60230     420    0        0.9      328.4     4.16e+04
2023 10 13  0008   60230     480    0        0.5      333.7     4.81e+04
2023 10 13  0009   60230     540    0        0.4      318.0    -1.00e+05
2023 10 13  0010   60230     600    0        0.9      316.5     3.97e+04
2023 10 13  0011   60230     660    0        1.9      314.6     3.66e+04
2023 10 13  0012   60230     720    0        1.7      317.7     2.93e+04
2023 10 13  0013   60230     780    1        1.2      316.7     3.30e+04
2023 10 13  0014   60230     840    0        1.3      315.4     3.22e+04
2023 10 13  0015   60230     900    0        1.3      317.3     3.41e+04
2023 10 13  0016   60230     960    0        1.2      314.9     4.10e+04
2023 10 13  0017   60230    1020    0        0.9      323.8     4.37e+04
2023 10 13  0018   60230    1080    0        0.6      328.0     4.66e+04
2023 10 13  0019   60230    1140    0        1.1      319.1     4.81e+04
2023 10 13  0020   60230    1200    0        1.1      314.8     4.25e+04
2023 10 13  0021   60230    1260    0        1.0      316.0     3.54e+04
2023 10 13  0022   60230    1320    0        1.3      316.0     3.34e+04
2023 10 13  0023   60230    1380    0        1.5      314.6     3.48e+04
2023 10 13  0024   60230    1440    0        1.1      316.7     3.80e+04
2023 10 13  0025   60230    1500    0        1.0      318.1     3.98e+04
2023 10 13  0026   60230    1560    0        1.4      316.9     3.54e+04
2023 10 13  0027   60230    1620    0        1.4      319.2     3.20e+04
2023 10 13  0028   60230    1680    0        1.2      317.8     3.82e+04
2023 10 13  0029   60230    1740    0        1.3      318.3     3.28e+04
2023 10 13  0030   60230    1800    0        1.3      320.5     3.04e+04
2023 10 13  0031   60230    1860    0        1.1      322.5     3.62e+04
2023 10 13  0032   60230    1920    0        0.7      321.2     3.63e+04
2023 10 13  0033   60230    1980    0        0.8      327.7     3.32e+04
2023 10 13  0034   60230    2040    0        1.5      316.2     3.51e+04
2023 10 13  0035   60230    2100    0        0.8      322.1     2.96e+04
2023 10 13  0036   60230    2160    0        1.0      316.6     2.97e+04
2023 10 13  0037   60230    2220    0        1.3      316.7     2.92e+04
2023 10 13  0038   60230    2280    0        1.1      319.5     3.37e+04
2023 10 13  0039   60230    2340    0        0.9      323.0     3.76e+04
2023 10 13  0040   60230    2400    0        0.9      322.8     3.32e+04
2023 10 13  0041   60230    2460    0        1.0      320.2     2.75e+04
2023 10 13  0042   60230    2520    1        1.0      318.1     1.81e+04
2023 10 13  0043   60230    2580    1        1.0      319.5     2.40e+04
2023 10 13  0044   60230    2640    0        0.7      323.7     3.94e+04
2023 10 13  0045   60230    2700    0        0.7      324.6     3.65e+04
2023 10 13  0046   60230    2760    0        0.9      323.9     3.70e+04
2023 10 13  0047   60230    2820    0        0.8      320.4     3.20e+04
2023 10 13  0048   60230    2880    0        0.7      324.5     3.63e+04
2023 10 13  0049   60230    2940    0        0.8      324.0     2.48e+04
2023 10 13  0050   60230    3000    0        0.9      321.8     2.83e+04
2023 10 13  0051   60230    3060    0        0.8      319.2     1.80e+04
2023 10 13  0052   60230    3120    0        0.9      319.2     2.31e+04
2023 10 13  0053   60230    3180    0        0.7      319.2     3.44e+04
2023 10 13  0054   60230    3240    0        0.8      318.5     3.88e+04
2023 10 13  0055   60230    3300    0        0.6      304.3     3.89e+04
2023 10 13  0056   60230    3360    0        0.6      304.7     2.68e+04
2023 10 13  0057   60230    3420    0        0.9      319.3     2.75e+04
2023 10 13  0058   60230    3480    0        0.9      320.8     2.86e+04
2023 10 13  0059   60230    3540    0        1.1      320.7     2.99e+04
2023 10 13  0100   60230    3600    0        1.1      317.0     3.03e+04
2023 10 13  0101   60230    3660    0        1.2      321.5     1.96e+04
2023 10 13  0102   60230    3720    0        1.1      323.4     2.32e+04
2023 10 13  0103   60230    3780    0        0.8      324.5     2.75e+04
2023 10 13  0104   60230    3840    0        0.7      323.5     4.48e+04
2023 10 13  0105   60230    3900    0        0.9      317.2     2.61e+04
2023 10 13  0106   60230    3960    0        1.0      317.9     3.52e+04
2023 10 13  0107   60230    4020    0        1.1      321.6     2.46e+04
2023 10 13  0108   60230    4080    0        0.8      321.8     1.93e+04
2023 10 13  0109   60230    4140    0        0.7      314.5     2.13e+04
2023 10 13  0110   60230    4200    0        0.8      315.2     2.80e+04
2023 10 13  0111   60230    4260    0        1.1      318.1     3.14e+04
2023 10 13  0112   60230    4320    0        1.0      320.2     2.69e+04
2023 10 13  0113   60230    4380    0        0.9      323.6     2.31e+04
2023 10 13  0114   60230    4440    0        0.8      325.3     2.46e+04
2023 10 13  0115   60230    4500    0        0.8      325.2     2.26e+04
2023 10 13  0116   60230    4560    0        0.9      324.5     2.28e+04
2023 10 13  0117   60230    4620    1        1.0      320.8     2.61e+04
2023 10 13  0118   60230    4680    0        0.9      316.4     4.15e+04
2023 10 13  0119   60230    4740    0        1.1      324.1     2.22e+04
2023 10 13  0120   60230    4800    1        1.1      322.6     3.49e+04
2023 10 13  0121   60230    4860    0        1.0      321.5     1.83e+04
2023 10 13  0122   60230    4920    0        0.7      319.4     3.00e+04
2023 10 13  0123   60230    4980    0        0.8      319.9     3.53e+04
2023 10 13  0124   60230    5040    0        1.0      319.1     2.87e+04
2023 10 13  0125   60230    5100    0        0.9      320.2     2.23e+04
2023 10 13  0126   60230    5160    0        0.9      319.6     1.63e+04
2023 10 13  0127   60230    5220    0        0.8      318.1     1.99e+04
2023 10 13  0128   60230    5280    0        0.7      315.4     3.33e+04
2023 10 13  0129   60230    5340    1        0.8      315.5     3.28e+04
2023 10 13  0130   60230    5400    0        0.9      320.5     2.25e+04
2023 10 13  0131   60230    5460    0        0.9      321.1     3.11e+04
2023 10 13  0132   60230    5520    0        1.3      317.5     3.34e+04
2023 10 13  0133   60230    5580    0        1.0      323.0     4.04e+04
2023 10 13  0134   60230    5640    0        0.9      328.4     4.78e+04
2023 10 13  0135   60230    5700    0        1.4      320.7     4.88e+04
2023 10 13  0136   60230    5760    0        0.8      318.4     4.82e+04
2023 10 13  0137   60230    5820    0        1.7      320.1     5.00e+04
2023 10 13  0138   60230    5880    0        1.7      316.0     4.22e+04
2023 10 13  0139   60230    5940    0        1.6      318.3     3.33e+04
2023 10 13  0140   60230    6000    0        1.5      321.6     3.59e+04
2023 10 13  0141   60230    6060    1        2.3      323.5     4.87e+04
2023 10 13  0142   60230    6120    0        2.4      319.9     4.75e+04
2023 10 13  0143   60230    6180    0        2.2      322.7     4.88e+04
2023 10 13  0144   60230    6240    0        2.4      322.5     5.11e+04
2023 10 13  0145   60230    6300    0        2.3      317.3     4.65e+04
2023 10 13  0146   60230    6360    0        2.1      317.3     4.36e+04
2023 10 13  0147   60230    6420    0        2.3      316.1     4.20e+04
2023 10 13  0148   60230    6480    0        1.5      324.4     3.18e+04
2023 10 13  0149   60230    6540    0        1.5      323.9     3.21e+04
2023 10 13  0150   60230    6600    0        1.2      319.8     3.35e+04
2023 10 13  0151   60230    6660    0        1.9      311.1     3.33e+04
2023 10 13  0152   60230    6720    0        3.6      350.3     6.03e+04
2023 10 13  0153   60230    6780    0        2.1      337.9     6.29e+04
2023 10 13  0154   60230    6840    0        2.9      327.0     6.53e+04
2023 10 13  0155   60230    6900    0        3.2      334.6     5.88e+04
2023 10 13  0156   60230    6960    0        2.4      330.1     4.79e+04
2023 10 13  0157   60230    7020    0        1.9      327.3     4.48e+04
2023 10 13  0158   60230    7080    0        1.2      332.5     4.63e+04
2023 10 13  0159   60230    7140    0        0.8      334.2     5.19e+04
2023 10 13  0200   60230    7200    0        0.9      329.4     5.14e+04
2023 10 13  0201   60230    7260    0        0.9      326.0     4.16e+04
2023 10 13  0202   60230    7320    0        1.2      328.3     3.98e+04
2023 10 13  0203   60230    7380    0        1.1      331.6     4.52e+04
2023 10 13  0204   60230    7440    0        0.9      329.4     3.47e+04
2023 10 13  0205   60230    7500    0        1.4      327.9     4.11e+04
2023 10 13  0206   60230    7560    0        0.9      323.2     3.88e+04
2023 10 13  0207   60230    7620    0        0.8      328.4     3.43e+04
2023 10 13  0208   60230    7680    0        1.5      331.5     5.32e+04
2023 10 13  0209   60230    7740    1        2.0      327.9     4.22e+04
2023 10 13  0210   60230    7800    0        1.1      334.0     5.25e+04
2023 10 13  0211   60230    7860    0        1.7      330.6     5.47e+04
2023 10 13  0212   60230    7920    0        1.1      324.6     4.15e+04
2023 10 13  0213   60230    7980    0        0.9      326.7     4.78e+04
2023 10 13  0214   60230    8040    0        0.9      326.2     4.50e+04
2023 10 13  0215   60230    8100    0        1.1      324.6     4.57e+04
2023 10 13  0216   60230    8160    0        1.1      323.7     4.12e+04
2023 10 13  0217   60230    8220    0        0.8      324.8     3.70e+04
2023 10 13  0218   60230    8280    0        0.9      331.5     4.73e+04
2023 10 13  0219   60230    8340    0        1.3      335.4     4.34e+04
2023 10 13  0220   60230    8400    0        1.1      327.5     3.61e+04
2023 10 13  0221   60230    8460    0        1.6      342.3     5.32e+04
2023 10 13  0222   60230    8520    0        1.6      341.4     5.27e+04
2023 10 13  0223   60230    8580    0        1.2      328.9     4.70e+04
2023 10 13  0224   60230    8640    0        1.4      327.0     5.11e+04
2023 10 13  0225   60230    8700    0        1.3      331.0     4.24e+04
2023 10 13  0226   60230    8760    0        1.1      333.1     3.97e+04
2023 10 13  0227   60230    8820    0        0.9      332.9     3.88e+04
2023 10 13  0228   60230    8880    0        0.9      331.4     3.24e+04
2023 10 13  0229   60230    8940    0        0.9      333.6     3.45e+04
2023 10 13  0230   60230    9000    0        1.0      329.7     3.79e+04
2023 10 13  0231   60230    9060    0        1.1      325.4     3.41e+04
2023 10 13  0232   60230    9120    0        1.1      329.1     4.49e+04
2023 10 13  0233   60230    9180    0        1.3      335.6     6.39e+04
2023 10 13  0234   60230    9240    0        1.7      340.6     6.68e+04
2023 10 13  0235   60230    9300    0        1.8      345.3     6.63e+04
2023 10 13  0236   60230    9360    0        1.9      343.1     6.46e+04
2023 10 13  0237   60230    9420    0        2.1      339.8     6.40e+04
2023 10 13  0238   60230    9480    0        2.0      342.7     6.77e+04
2023 10 13  0239   60230    9540    0        1.7      342.3     6.81e+04
2023 10 13  0240   60230    9600    0        1.8      341.6     6.48e+04
2023 10 13  0241   60230    9660    0        2.0      338.5     6.00e+04
2023 10 13  0242   60230    9720    0        1.1      338.1     5.26e+04
2023 10 13  0243   60230    9780    0        0.9      333.9     5.03e+04
2023 10 13  0244   60230    9840    0        1.0      330.4     4.86e+04
2023 10 13  0245   60230    9900    0        1.0      328.4     4.64e+04
2023 10 13  0246   60230    9960    0        1.1      328.1     4.61e+04
2023 10 13  0247   60230   10020    0        1.0      330.5     4.34e+04
2023 10 13  0248   60230   10080    0        1.0      332.0     4.70e+04
2023 10 13  0249   60230   10140    0        0.8      324.8     5.41e+04
2023 10 13  0250   60230   10200    0        0.6      321.3     4.18e+04
2023 10 13  0251   60230   10260    0        0.8      332.8     4.14e+04
2023 10 13  0252   60230   10320    0        1.1      330.3     4.40e+04
2023 10 13  0253   60230   10380    0        1.5      340.5     5.95e+04
2023 10 13  0254   60230   10440    0        1.5      344.9     6.32e+04
2023 10 13  0255   60230   10500    0        1.5      344.9     6.32e+04
2023 10 13  0256   60230   10560    0        0.9      342.9     4.84e+04
2023 10 13  0257   60230   10620    0        0.9      338.5     4.58e+04
2023 10 13  0258   60230   10680    0        1.2      333.8     6.09e+04
2023 10 13  0259   60230   10740    0        1.6      337.4     6.50e+04
2023 10 13  0300   60230   10800    0        1.8      339.8     7.06e+04
2023 10 13  0301   60230   10860    0        1.5      340.6     6.61e+04
2023 10 13  0302   60230   10920    0        1.5      345.8     5.98e+04
2023 10 13  0303   60230   10980    0        1.5      345.3     6.84e+04
2023 10 13  0304   60230   11040    0        1.3      339.7     8.13e+04
2023 10 13  0305   60230   11100    0        1.2      335.5     7.57e+04
2023 10 13  0306   60230   11160    0        1.3      335.4     5.96e+04
2023 10 13  0307   60230   11220    1        2.0      344.2     5.74e+04
2023 10 13  0308   60230   11280    0        4.0      357.2     5.71e+04
2023 10 13  0309   60230   11340    0        3.3      358.1     3.54e+04
2023 10 13  0310   60230   11400    0        1.6      320.5     3.90e+04
2023 10 13  0311   60230   11460    0        1.4      322.3     3.88e+04
2023 10 13  0312   60230   11520    0        1.3      327.1     4.56e+04
2023 10 13  0313   60230   11580    0        1.2      326.8     5.09e+04
2023 10 13  0314   60230   11640    0        2.0      322.1     4.30e+04
2023 10 13  0315   60230   11700    1        1.6      323.9     7.00e+04
2023 10 13  0316   60230   11760    0        1.5      322.2     5.79e+04
2023 10 13  0317   60230   11820    0        1.0      311.9     5.09e+04
2023 10 13  0318   60230   11880    1        1.3      316.1     3.04e+04
2023 10 13  0319   60230   11940    0        1.6      322.6     3.95e+04
2023 10 13  0320   60230   12000    0        1.6      326.9     5.51e+04
2023 10 13  0321   60230   12060    0        1.7      331.1     7.16e+04
2023 10 13  0322   60230   12120    0        1.8      329.3     7.99e+04
2023 10 13  0323   60230   12180    0        1.8      326.5     7.12e+04
2023 10 13  0324   60230   12240    0        1.8      327.5     6.72e+04
2023 10 13  0325   60230   12300    0        1.6      330.7     7.11e+04
2023 10 13  0326   60230   12360    0        1.3      329.3     4.55e+04
2023 10 13  0327   60230   12420    9    -9999.9    -9999.9    -1.00e+05
2023 10 13  0328   60230   12480    0        2.1      334.4     8.24e+04
2023 10 13  0329   60230   12540    0        1.9      328.9     8.88e+04
2023 10 13  0330   60230   12600    1        1.9      342.0     1.20e+05
2023 10 13  0331   60230   12660    0        1.4      341.5     1.19e+05
2023 10 13  0332   60230   12720    0        1.3      337.8     1.09e+05
2023 10 13  0333   60230   12780    1        1.5      337.3     1.17e+05
2023 10 13  0334   60230   12840    0        1.4      336.5     1.14e+05
2023 10 13  0335   60230   12900    0        1.6      335.6     1.07e+05
2023 10 13  0336   60230   12960    0        1.9      340.3     1.18e+05
2023 10 13  0337   60230   13020    0        1.7      343.4     1.26e+05
2023 10 13  0338   60230   13080    0        1.3      333.4     8.25e+04
2023 10 13  0339   60230   13140    0        1.5      324.7     3.12e+04
2023 10 13  0340   60230   13200    0        1.7      336.4     8.29e+04
2023 10 13  0341   60230   13260    1        1.6      338.8     9.75e+04
2023 10 13  0342   60230   13320    0        1.8      336.5     8.98e+04
2023 10 13  0343   60230   13380    0        1.9      340.2     9.42e+04
2023 10 13  0344   60230   13440    0        2.5      336.1     8.31e+04
2023 10 13  0345   60230   13500    1        2.2      342.8     1.08e+05
2023 10 13  0346   60230   13560    0        0.9      326.1     2.51e+04
2023 10 13  0347   60230   13620    0        1.8      346.3     8.86e+04
2023 10 13  0348   60230   13680    0        2.7      347.7     9.23e+04
2023 10 13  0349   60230   13740    0        3.3      339.6     7.81e+04
2023 10 13  0350   60230   13800    1        2.9      339.3     7.58e+04
2023 10 13  0351   60230   13860    0        2.4      343.8     7.74e+04
2023 10 13  0352   60230   13920    0        2.6      342.3     9.05e+04
2023 10 13  0353   60230   13980    0        2.7      341.2     1.04e+05
2023 10 13  0354   60230   14040    0        2.4      343.2     9.35e+04
2023 10 13  0355   60230   14100    0        2.3      339.3     7.84e+04
2023 10 13  0356   60230   14160    0        2.4      343.6     8.66e+04
2023 10 13  0357   60230   14220    0        2.4      340.4     7.84e+04
2023 10 13  0358   60230   14280    9    -9999.9    -9999.9    -1.00e+05
2023 10 13  0359   60230   14340    9    -9999.9    -9999.9    -1.00e+05
2023 10 13  0400   60230   14400    9    -9999.9    -9999.9    -1.00e+05
2023 10 13  0401   60230   14460    9    -9999.9    -9999.9    -1.00e+05
2023 10 13  0402   60230   14520    0        2.3      349.5     1.07e+05
2023 10 13  0403   60230   14580    0        2.5      357.4     7.30e+04
2023 10 13  0404   60230   14640    0        3.0      353.2     7.83e+04
2023 10 13  0405   60230   14700    0        3.3      350.5     8.64e+04
2023 10 13  0406   60230   14760    0        3.1      351.0     8.38e+04
2023 10 13  0407   60230   14820    0        2.9      350.6     9.24e+04
2023 10 13  0408   60230   14880    0        2.9      350.7     1.04e+05
2023 10 13  0409   60230   14940    0        2.9      350.5     9.76e+04
2023 10 13  0410   60230   15000    0        2.9      349.3     8.57e+04
2023 10 13  0411   60230   15060    1        2.6      350.6     8.99e+04
2023 10 13  0412   60230   15120    0        2.8      352.4     9.04e+04
2023 10 13  0413   60230   15180    0        3.1      351.8     8.66e+04
2023 10 13  0414   60230   15240    0        3.5      350.7     8.12e+04
2023 10 13  0415   60230   15300    1        3.6      352.8     6.76e+04
2023 10 13  0416   60230   15360    0        4.0      352.8     7.13e+04
2023 10 13  0417   60230   15420    1        3.3      351.7     6.23e+04
2023 10 13  0418   60230   15480    1        2.3      347.9     7.39e+04
2023 10 13  0419   60230   15540    1        2.7      346.3     6.81e+04
2023 10 13  0420   60230   15600    1        3.1      341.4     7.60e+04
2023 10 13  0421   60230   15660    0        2.8      341.2     7.70e+04
2023 10 13  0422   60230   15720    0        2.3      343.1     8.54e+04
2023 10 13  0423   60230   15780    0        2.2      349.3     8.00e+04
2023 10 13  0424   60230   15840    0        2.9      353.4     7.54e+04
2023 10 13  0425   60230   15900    0        3.3      350.2     9.93e+04
2023 10 13  0426   60230   15960    0        3.1      347.7     1.12e+05
2023 10 13  0427   60230   16020    0        3.4      351.6     8.72e+04
2023 10 13  0428   60230   16080    0        3.3      355.5     9.61e+04
2023 10 13  0429   60230   16140    0        3.6      350.7     1.05e+05
2023 10 13  0430   60230   16200    0        4.9      343.3     9.00e+04
2023 10 13  0431   60230   16260    0        4.8      353.9     6.95e+04
2023 10 13  0432   60230   16320    1        4.1      350.4     7.23e+04
2023 10 13  0433   60230   16380    1        4.1      350.4     7.23e+04
2023 10 13  0434   60230   16440    0        4.1      346.4     9.70e+04
2023 10 13  0435   60230   16500    0        4.3      342.6     8.80e+04
2023 10 13  0436   60230   16560    0        3.8      341.2     8.51e+04
2023 10 13  0437   60230   16620    0        4.5      339.2     8.88e+04
2023 10 13  0438   60230   16680    0        5.5      336.8     8.59e+04
2023 10 13  0439   60230   16740    0        5.7      344.7     8.05e+04
2023 10 13  0440   60230   16800    0        4.9      356.3     7.54e+04
2023 10 13  0441   60230   16860    0        4.1      360.4     7.35e+04
2023 10 13  0442   60230   16920    0        4.2      357.1     7.98e+04
2023 10 13  0443   60230   16980    0        4.4      351.9     8.43e+04
2023 10 13  0444   60230   17040    0        4.5      356.2     8.05e+04
2023 10 13  0445   60230   17100    0        4.1      359.3     9.18e+04
2023 10 13  0446   60230   17160    0        4.0      357.6     7.05e+04
2023 10 13  0447   60230   17220    0        4.4      354.5     7.10e+04
2023 10 13  0448   60230   17280    0        3.2      350.0     9.44e+04
2023 10 13  0449   60230   17340    0        3.1      357.4     8.06e+04
2023 10 13  0450   60230   17400    0        3.4      356.3     7.35e+04
2023 10 13  0451   60230   17460    0        5.4      363.7     6.57e+04
2023 10 13  0452   60230   17520    0        4.4      366.3     5.89e+04
2023 10 13  0453   60230   17580    0        3.3      361.7     6.87e+04
2023 10 13  0454   60230   17640    0        3.3      358.9     7.23e+04
2023 10 13  0455   60230   17700    0        4.3      358.7     7.07e+04
2023 10 13  0456   60230   17760    0        4.3      360.8     8.12e+04
2023 10 13  0457   60230   17820    0        4.1      363.5     8.75e+04
2023 10 13  0458   60230   17880    0        5.2      363.7     6.83e+04
2023 10 13  0459   60230   17940    0        5.4      361.2     5.25e+04
2023 10 13  0500   60230   18000    0        4.1      356.2     6.80e+04
2023 10 13  0501   60230   18060    0        4.4      357.7     6.45e+04
2023 10 13  0502   60230   18120    0        4.0      361.9     5.90e+04
2023 10 13  0503   60230   18180    0        4.0      359.5     6.53e+04
2023 10 13  0504   60230   18240    0        4.1      354.5     6.12e+04
2023 10 13  0505   60230   18300    0        4.7      357.9     5.92e+04
2023 10 13  0506   60230   18360    0        4.8      358.2     5.91e+04
2023 10 13  0507   60230   18420    0        6.2      354.4     7.06e+04
2023 10 13  0508   60230   18480    0        6.9      354.5     6.81e+04
2023 10 13  0509   60230   18540    0        6.0      357.7     6.40e+04
2023 10 13  0510   60230   18600    0        5.9      359.0     6.58e+04
2023 10 13  0511   60230   18660    0        6.8      363.3     7.41e+04
2023 10 13  0512   60230   18720    0        6.7      365.4     6.82e+04
2023 10 13  0513   60230   18780    0        6.7      364.0     5.51e+04
2023 10 13  0514   60230   18840    0        8.1      365.2     5.92e+04
2023 10 13  0515   60230   18900    0        8.7      365.0     6.42e+04
2023 10 13  0516   60230   18960    1        8.9      364.3     5.51e+04
2023 10 13  0517   60230   19020    0        8.6      363.2     6.38e+04
2023 10 13  0518   60230   19080    0        8.9      366.7     5.93e+04
2023 10 13  0519   60230   19140    0        7.3      367.2     6.07e+04
2023 10 13  0520   60230   19200    0        7.5      366.6     5.09e+04
2023 10 13  0521   60230   19260    0        8.6      369.0     4.88e+04
2023 10 13  0522   60230   19320    0        7.7      371.5     4.94e+04
2023 10 13  0523   60230   19380    0        6.9      368.4     5.58e+04
2023 10 13  0524   60230   19440    0        6.2      370.2     5.32e+04
2023 10 13  0525   60230   19500    0        6.1      372.3     5.46e+04
2023 10 13  0526   60230   19560    0        7.1      369.9     5.06e+04
2023 10 13  0527   60230   19620    0        7.0      367.6     5.42e+04
2023 10 13  0528   60230   19680    0        6.5      370.8     8.78e+04
2023 10 13  0529   60230   19740    0        5.9      376.3     1.17e+05
2023 10 13  0530   60230   19800    0        5.5      370.7     9.04e+04
2023 10 13  0531   60230   19860    0        6.6      354.5     4.45e+04
2023 10 13  0532   60230   19920    0        4.9      365.4     9.85e+04
2023 10 13  0533   60230   19980    0        4.9      365.6     9.98e+04
2023 10 13  0534   60230   20040    0        4.7      365.5     1.03e+05
2023 10 13  0535   60230   20100    1        4.4      354.5     4.17e+04
2023 10 13  0536   60230   20160    9    -9999.9    -9999.9    -1.00e+05
2023 10 13  0537   60230   20220    0        8.3      350.6     2.89e+04
2023 10 13  0538   60230   20280    0        6.5      352.5     1.10e+05
2023 10 13  0539   60230   20340    0        6.2      352.8     1.23e+05
2023 10 13  0540   60230   20400    3    -9999.9    -9999.9    -1.00e+05
2023 10 13  0541   60230   20460    0        5.5      362.9     5.96e+04
2023 10 13  0542   60230   20520    0        6.1      358.1     4.56e+04
2023 10 13  0543   60230   20580    0        7.2      356.8     6.16e+04
2023 10 13  0544   60230   20640    0        9.1      355.9     6.36e+04
2023 10 13  0545   60230   20700    0       10.5      357.1     6.18e+04
2023 10 13  0546   60230   20760    0       40.7      353.8     9.36e+04
2023 10 13  0547   60230   20820    0       76.9      341.9     8.69e+04
2023 10 13  0548   60230   20880    0        8.9      358.5     8.32e+04
2023 10 13  0549   60230   20940    1       10.4      357.5     7.01e+04
2023 10 13  0550   60230   21000    0        4.8      353.8     7.90e+04
2023 10 13  0551   60230   21060    0        8.7      355.9     6.89e+04
2023 10 13  0552   60230   21120    0        8.0      358.6     7.88e+04
2023 10 13  0553   60230   21180    0       11.0      364.6     6.31e+04
2023 10 13  0554   60230   21240    0       12.0      355.4     6.80e+04
2023 10 13  0555   60230   21300    0       13.9      355.5     6.37e+04
2023 10 13  0556   60230   21360    0       16.1      355.2     5.78e+04
2023 10 13  0557   60230   21420    0       16.9      356.0     5.41e+04
2023 10 13  0558   60230   21480    0       15.9      359.2     5.06e+04
2023 10 13  0559   60230   21540    0       13.3      360.5     5.17e+04
2023 10 13  0600   60230   21600    0       11.3      358.4     5.73e+04
2023 10 13  0601   60230   21660    0       11.4      358.1     6.08e+04
2023 10 13  0602   60230   21720    0       11.3      357.5     6.82e+04
2023 10 13  0603   60230   21780    0       11.4      354.8     7.73e+04
2023 10 13  0604   60230   21840    0       15.9      361.8     6.15e+04
2023 10 13  0605   60230   21900    0       13.8      356.1     6.70e+04
2023 10 13  0606   60230   21960    0       11.8      354.8     7.19e+04
2023 10 13  0607   60230   22020    0       11.7      356.5     9.45e+04
2023 10 13  0608   60230   22080    0       13.9      355.8     5.72e+04
2023 10 13  0609   60230   22140    1       16.5      344.5     2.29e+04
2023 10 13  0610   60230   22200    1       10.6      345.1     4.59e+04
2023 10 13  0611   60230   22260    0       13.6      354.0     5.38e+04
2023 10 13  0612   60230   22320    0       14.6      356.2     5.48e+04
2023 10 13  0613   60230   22380    3    -9999.9    -9999.9    -1.00e+05
2023 10 13  0614   60230   22440    0       15.0      360.6     7.06e+04
2023 10 13  0615   60230   22500    0       14.8      359.8     6.30e+04
2023 10 13  0616   60230   22560    0       34.3      352.2     5.63e+04
2023 10 13  0617   60230   22620    0       38.5      356.0     1.16e+05
2023 10 13  0618   60230   22680    0       12.0      372.6     1.05e+05
2023 10 13  0619   60230   22740    0       15.0      371.2     7.71e+04
2023 10 13  0620   60230   22800    0       23.1      368.2     6.29e+04
2023 10 13  0621   60230   22860    0       41.2      354.6     1.02e+05
2023 10 13  0622   60230   22920    0       16.9      377.6     1.00e+05
2023 10 13  0623   60230   22980    0       21.3      375.4     8.44e+04
2023 10 13  0624   60230   23040    0       15.0      356.8     3.51e+04
2023 10 13  0625   60230   23100    0       18.1      372.6     6.48e+04
2023 10 13  0626   60230   23160    0       17.7      367.2     5.04e+04
2023 10 13  0627   60230   23220    0       17.5      370.7     4.78e+04
2023 10 13  0628   60230   23280    0       17.3      373.0     4.72e+04
2023 10 13  0629   60230   23340    0       17.2      375.9     6.17e+04
