:Data_list: 20220103_ace_swepam_1m.txt
:Created: 2022 Jan 04 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2022 01 03  0000   59582       0    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0001   59582      60    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0002   59582     120    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0003   59582     180    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0004   59582     240    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0005   59582     300    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0006   59582     360    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0007   59582     420    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0008   59582     480    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0009   59582     540    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0010   59582     600    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0011   59582     660    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0012   59582     720    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0013   59582     780    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0014   59582     840    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0015   59582     900    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0016   59582     960    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0017   59582    1020    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0018   59582    1080    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0019   59582    1140    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0020   59582    1200    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0021   59582    1260    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0022   59582    1320    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0023   59582    1380    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0024   59582    1440    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0025   59582    1500    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0026   59582    1560    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0027   59582    1620    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0028   59582    1680    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0029   59582    1740    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0030   59582    1800    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0031   59582    1860    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0032   59582    1920    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0033   59582    1980    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0034   59582    2040    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0035   59582    2100    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0036   59582    2160    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0037   59582    2220    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0038   59582    2280    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0039   59582    2340    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0040   59582    2400    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0041   59582    2460    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0042   59582    2520    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0043   59582    2580    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0044   59582    2640    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0045   59582    2700    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0046   59582    2760    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0047   59582    2820    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0048   59582    2880    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0049   59582    2940    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0050   59582    3000    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0051   59582    3060    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0052   59582    3120    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0053   59582    3180    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0054   59582    3240    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0055   59582    3300    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0056   59582    3360    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0057   59582    3420    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0058   59582    3480    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0059   59582    3540    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0100   59582    3600    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0101   59582    3660    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0102   59582    3720    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0103   59582    3780    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0104   59582    3840    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0105   59582    3900    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0106   59582    3960    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0107   59582    4020    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0108   59582    4080    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0109   59582    4140    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0110   59582    4200    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0111   59582    4260    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0112   59582    4320    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0113   59582    4380    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0114   59582    4440    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0115   59582    4500    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0116   59582    4560    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0117   59582    4620    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0118   59582    4680    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0119   59582    4740    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0120   59582    4800    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0121   59582    4860    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0122   59582    4920    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0123   59582    4980    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0124   59582    5040    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0125   59582    5100    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0126   59582    5160    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0127   59582    5220    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0128   59582    5280    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0129   59582    5340    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0130   59582    5400    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0131   59582    5460    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0132   59582    5520    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0133   59582    5580    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0134   59582    5640    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0135   59582    5700    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0136   59582    5760    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0137   59582    5820    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0138   59582    5880    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0139   59582    5940    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0140   59582    6000    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0141   59582    6060    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0142   59582    6120    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0143   59582    6180    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0144   59582    6240    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0145   59582    6300    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0146   59582    6360    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0147   59582    6420    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0148   59582    6480    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0149   59582    6540    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0150   59582    6600    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0151   59582    6660    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0152   59582    6720    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0153   59582    6780    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0154   59582    6840    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0155   59582    6900    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0156   59582    6960    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0157   59582    7020    9    -9999.9    -9999.9    -1.00e+05
2022 01 03  0158   59582    7080    9    -9999.9    -9999.9    -1.00e+05
