:Data_list: 20220101_ace_swepam_1m.txt
:Created: 2022 Jan 02 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2022 01 01  0000   59580       0    9    -9999.9    -9999.9    -1.00e+05
2022 01 01  0001   59580      60    9    -9999.9    -9999.9    -1.00e+05
2022 01 01  0002   59580     120    9    -9999.9    -9999.9    -1.00e+05
2022 01 01  0003   59580     180    9    -9999.9    -9999.9    -1.00e+05
2022 01 01  0004   59580     240    9    -9999.9    -9999.9    -1.00e+05
2022 01 01  0005   59580     300    9    -9999.9    -9999.9    -1.00e+05
2022 01 01  0006   59580     360    9    -9999.9    -9999.9    -1.00e+05
2022 01 01  0007   59580     420    9    -9999.9    -9999.9    -1.00e+05
2022 01 01  0008   59580     480    9    -9999.9    -9999.9    -1.00e+05
2022 01 01  0009   59580     540    9    -9999.9    -9999.9    -1.00e+05
2022 01 01  0010   59580     600    9    -9999.9    -9999.9    -1.00e+05
2022 01 01  0011   59580     660    9    -9999.9    -9999.9    -1.00e+05
2022 01 01  0012   59580     720    9    -9999.9    -9999.9    -1.00e+05
2022 01 01  0013   59580     780    9    -9999.9    -9999.9    -1.00e+05
2022 01 01  0014   59580     840    9    -9999.9    -9999.9    -1.00e+05
2022 01 01  0015   59580     900    9    -9999.9    -9999.9    -1.00e+05
2022 01 01  0016   59580     960    9    -9999.9    -9999.9    -1.00e+05
2022 01 01  0017   59580    1020    9    -9999.9    -9999.9    -1.00e+05
2022 01 01  0018   59580    1080    9    -9999.9    -9999.9    -1.00e+05
