:Data_list: 20211231_ace_swepam_1m.txt
:Created: 2022 Jan 01 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2021 12 31  0000   59579       0    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0001   59579      60    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0002   59579     120    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0003   59579     180    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0004   59579     240    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0005   59579     300    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0006   59579     360    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0007   59579     420    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0008   59579     480    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0009   59579     540    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0010   59579     600    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0011   59579     660    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0012   59579     720    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0013   59579     780    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0014   59579     840    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0015   59579     900    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0016   59579     960    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0017   59579    1020    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0018   59579    1080    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0019   59579    1140    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0020   59579    1200    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0021   59579    1260    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0022   59579    1320    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0023   59579    1380    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0024   59579    1440    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0025   59579    1500    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0026   59579    1560    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0027   59579    1620    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0028   59579    1680    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0029   59579    1740    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0030   59579    1800    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0031   59579    1860    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0032   59579    1920    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0033   59579    1980    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0034   59579    2040    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0035   59579    2100    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0036   59579    2160    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0037   59579    2220    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0038   59579    2280    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0039   59579    2340    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0040   59579    2400    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0041   59579    2460    9    -9999.9    -9999.9    -1.00e+05
2021 12 31  0042   59579    2520    9    -9999.9    -9999.9    -1.00e+05
