:Data_list: 20231016_ace_swepam_1m.txt
:Created: 2023 Oct 17 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2023 10 16  0000   60233       0    0        0.7      366.6     2.75e+04
2023 10 16  0001   60233      60    0        0.8      365.9     3.33e+04
2023 10 16  0002   60233     120    0        0.7      368.6     2.29e+04
2023 10 16  0003   60233     180    0        0.7      367.9     2.91e+04
2023 10 16  0004   60233     240    0        0.7      364.5     3.54e+04
2023 10 16  0005   60233     300    0        0.8      365.5     3.42e+04
2023 10 16  0006   60233     360    0        0.8      369.0     2.66e+04
2023 10 16  0007   60233     420    0        0.8      369.9     2.53e+04
2023 10 16  0008   60233     480    0        0.8      368.5     2.56e+04
2023 10 16  0009   60233     540    0        0.7      367.6     2.46e+04
2023 10 16  0010   60233     600    0        0.8      368.0     2.51e+04
2023 10 16  0011   60233     660    0        0.9      368.9     2.37e+04
2023 10 16  0012   60233     720    0        0.8      368.6     2.52e+04
2023 10 16  0013   60233     780    0        0.9      369.4     2.60e+04
2023 10 16  0014   60233     840    0        0.7      367.3     2.42e+04
2023 10 16  0015   60233     900    0        0.8      367.8     2.11e+04
2023 10 16  0016   60233     960    0        0.8      366.6     2.59e+04
2023 10 16  0017   60233    1020    0        0.8      367.7     2.28e+04
2023 10 16  0018   60233    1080    0        0.8      368.3     2.36e+04
2023 10 16  0019   60233    1140    0        1.0      366.1     2.40e+04
2023 10 16  0020   60233    1200    0        1.0      365.6     2.41e+04
2023 10 16  0021   60233    1260    0        0.6      368.1     2.28e+04
2023 10 16  0022   60233    1320    0        0.6      367.4     2.34e+04
2023 10 16  0023   60233    1380    0        0.7      367.0     2.74e+04
2023 10 16  0024   60233    1440    0        0.8      366.8     2.70e+04
2023 10 16  0025   60233    1500    0        0.9      367.3     2.29e+04
2023 10 16  0026   60233    1560    0        0.9      368.2     2.19e+04
2023 10 16  0027   60233    1620    0        0.8      368.0     2.42e+04
2023 10 16  0028   60233    1680    0        0.6      368.6     3.06e+04
2023 10 16  0029   60233    1740    0        0.5      370.4     2.80e+04
2023 10 16  0030   60233    1800    0        0.3      372.6     3.41e+04
2023 10 16  0031   60233    1860    0        0.3      379.3     4.08e+04
2023 10 16  0032   60233    1920    0        0.5      373.0     2.30e+04
2023 10 16  0033   60233    1980    0        0.5      372.6     3.01e+04
2023 10 16  0034   60233    2040    0        0.4      376.9     3.84e+04
2023 10 16  0035   60233    2100    0        0.3      378.1     3.99e+04
2023 10 16  0036   60233    2160    0        0.4      376.6     4.14e+04
2023 10 16  0037   60233    2220    0        0.3      374.7     4.37e+04
2023 10 16  0038   60233    2280    0        0.3      376.3     3.78e+04
2023 10 16  0039   60233    2340    0        0.3      376.6     3.72e+04
2023 10 16  0040   60233    2400    0        0.3      376.6     3.69e+04
2023 10 16  0041   60233    2460    0        0.3      379.2     3.18e+04
2023 10 16  0042   60233    2520    0        0.6      379.2     2.76e+04
2023 10 16  0043   60233    2580    0        0.9      373.8     2.39e+04
2023 10 16  0044   60233    2640    0        0.9      370.8     2.52e+04
2023 10 16  0045   60233    2700    0        0.9      368.7     2.74e+04
2023 10 16  0046   60233    2760    0        0.9      368.5     2.31e+04
2023 10 16  0047   60233    2820    0        0.9      369.8     2.37e+04
2023 10 16  0048   60233    2880    0        0.8      370.5     2.30e+04
2023 10 16  0049   60233    2940    0        0.9      370.8     2.03e+04
2023 10 16  0050   60233    3000    0        0.9      374.3     2.41e+04
2023 10 16  0051   60233    3060    0        1.2      372.8     2.43e+04
2023 10 16  0052   60233    3120    0        1.0      374.4     2.67e+04
2023 10 16  0053   60233    3180    0        0.9      375.0     2.75e+04
2023 10 16  0054   60233    3240    0        1.0      374.8     2.16e+04
2023 10 16  0055   60233    3300    0        1.0      373.8     2.23e+04
2023 10 16  0056   60233    3360    0        1.0      372.6     2.18e+04
2023 10 16  0057   60233    3420    0        1.0      371.2     2.38e+04
2023 10 16  0058   60233    3480    0        0.9      369.8     2.62e+04
2023 10 16  0059   60233    3540    0        0.8      370.5     2.30e+04
2023 10 16  0100   60233    3600    0        0.9      373.0     2.36e+04
2023 10 16  0101   60233    3660    0        1.0      373.0     2.21e+04
2023 10 16  0102   60233    3720    0        0.9      371.4     3.29e+04
2023 10 16  0103   60233    3780    0        0.9      374.3     2.07e+04
2023 10 16  0104   60233    3840    0        0.9      377.0     2.49e+04
2023 10 16  0105   60233    3900    0        0.9      376.6     2.03e+04
2023 10 16  0106   60233    3960    0        0.8      376.2     2.23e+04
2023 10 16  0107   60233    4020    0        0.7      376.7     2.06e+04
2023 10 16  0108   60233    4080    0        0.8      375.1     2.33e+04
2023 10 16  0109   60233    4140    0        0.7      372.3     1.98e+04
2023 10 16  0110   60233    4200    0        0.6      371.5     2.45e+04
2023 10 16  0111   60233    4260    0        0.8      372.8     2.57e+04
2023 10 16  0112   60233    4320    0        1.0      372.7     2.35e+04
2023 10 16  0113   60233    4380    0        1.0      371.1     2.35e+04
2023 10 16  0114   60233    4440    0        0.9      370.8     2.15e+04
2023 10 16  0115   60233    4500    0        0.8      372.3     1.93e+04
2023 10 16  0116   60233    4560    0        1.1      372.5     2.12e+04
2023 10 16  0117   60233    4620    0        1.1      369.4     2.46e+04
2023 10 16  0118   60233    4680    0        1.1      373.5     2.03e+04
2023 10 16  0119   60233    4740    0        1.1      376.0     2.47e+04
2023 10 16  0120   60233    4800    0        0.9      373.6     1.94e+04
2023 10 16  0121   60233    4860    0        0.8      372.3     2.20e+04
2023 10 16  0122   60233    4920    0        0.8      379.0     2.74e+04
2023 10 16  0123   60233    4980    0        0.8      375.6     2.42e+04
2023 10 16  0124   60233    5040    0        0.9      377.1     2.36e+04
2023 10 16  0125   60233    5100    0        0.7      378.5     2.33e+04
2023 10 16  0126   60233    5160    0        0.7      378.8     2.32e+04
2023 10 16  0127   60233    5220    0        0.5      376.5     2.37e+04
2023 10 16  0128   60233    5280    0        0.5      376.7     2.18e+04
2023 10 16  0129   60233    5340    0        0.5      376.8     2.25e+04
2023 10 16  0130   60233    5400    0        0.4      377.4     2.66e+04
2023 10 16  0131   60233    5460    0        0.5      378.5     2.67e+04
2023 10 16  0132   60233    5520    0        0.6      377.7     2.50e+04
2023 10 16  0133   60233    5580    0        0.6      377.3     2.38e+04
2023 10 16  0134   60233    5640    0        0.3      381.4     2.38e+04
2023 10 16  0135   60233    5700    0        0.2      382.5     2.29e+04
2023 10 16  0136   60233    5760    0        0.2      382.8     3.16e+04
2023 10 16  0137   60233    5820    0        0.4      382.5     2.75e+04
2023 10 16  0138   60233    5880    0        0.3      382.7     2.92e+04
2023 10 16  0139   60233    5940    0        0.3      384.0     2.68e+04
2023 10 16  0140   60233    6000    0        0.2      383.4     3.02e+04
2023 10 16  0141   60233    6060    0        0.2      383.3     2.71e+04
2023 10 16  0142   60233    6120    0        0.2      383.2     2.88e+04
2023 10 16  0143   60233    6180    0        0.3      382.7     3.24e+04
