:Data_list: 20211227_ace_mag_1m.txt
:Created: 2021 Dec 28 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2021 12 27  0000   59575       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0001   59575      60    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0002   59575     120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0003   59575     180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0004   59575     240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0005   59575     300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0006   59575     360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0007   59575     420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0008   59575     480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0009   59575     540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0010   59575     600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0011   59575     660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0012   59575     720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0013   59575     780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0014   59575     840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0015   59575     900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0016   59575     960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0017   59575    1020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0018   59575    1080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0019   59575    1140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0020   59575    1200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0021   59575    1260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0022   59575    1320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0023   59575    1380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0024   59575    1440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0025   59575    1500    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0026   59575    1560    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0027   59575    1620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0028   59575    1680    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0029   59575    1740    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0030   59575    1800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0031   59575    1860    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0032   59575    1920    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0033   59575    1980    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0034   59575    2040    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0035   59575    2100    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0036   59575    2160    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0037   59575    2220    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0038   59575    2280    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0039   59575    2340    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0040   59575    2400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0041   59575    2460    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0042   59575    2520    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0043   59575    2580    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0044   59575    2640    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0045   59575    2700    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0046   59575    2760    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0047   59575    2820    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0048   59575    2880    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0049   59575    2940    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0050   59575    3000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0051   59575    3060    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0052   59575    3120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0053   59575    3180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0054   59575    3240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0055   59575    3300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0056   59575    3360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0057   59575    3420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0058   59575    3480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0059   59575    3540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0100   59575    3600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0101   59575    3660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0102   59575    3720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0103   59575    3780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0104   59575    3840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0105   59575    3900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0106   59575    3960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0107   59575    4020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0108   59575    4080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0109   59575    4140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0110   59575    4200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0111   59575    4260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0112   59575    4320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0113   59575    4380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0114   59575    4440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0115   59575    4500    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0116   59575    4560    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0117   59575    4620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0118   59575    4680    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0119   59575    4740    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0120   59575    4800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 27  0121   59575    4860    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
