:Data_list: 20211221_ace_mag_1m.txt
:Created: 2021 Dec 22 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2021 12 21  0000   59569       0    0     3.8     0.3     2.5     4.6    33.5     5.0
2021 12 21  0001   59569      60    0     3.6    -0.1     1.9     4.1    27.6   357.9
2021 12 21  0002   59569     120    0     3.8    -2.6     1.7     4.9    20.3   326.3
2021 12 21  0003   59569     180    0     3.9    -1.7     1.5     4.5    19.7   336.5
2021 12 21  0004   59569     240    0     4.2    -1.6     1.2     4.7    15.2   339.8
2021 12 21  0005   59569     300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0006   59569     360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0007   59569     420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0008   59569     480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0009   59569     540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0010   59569     600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0011   59569     660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0012   59569     720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0013   59569     780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0014   59569     840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0015   59569     900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0016   59569     960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0017   59569    1020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0018   59569    1080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0019   59569    1140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0020   59569    1200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0021   59569    1260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0022   59569    1320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0023   59569    1380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0024   59569    1440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0025   59569    1500    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0026   59569    1560    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0027   59569    1620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0028   59569    1680    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0029   59569    1740    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0030   59569    1800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0031   59569    1860    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0032   59569    1920    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0033   59569    1980    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0034   59569    2040    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0035   59569    2100    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0036   59569    2160    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0037   59569    2220    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0038   59569    2280    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0039   59569    2340    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 21  0040   59569    2400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
