:Data_list: 20211210_ace_swepam_1m.txt
:Created: 2021 Dec 11 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2021 12 10  0000   59558       0    0        2.8      325.2     2.53e+04
2021 12 10  0001   59558      60    0        2.7      328.9     2.41e+04
2021 12 10  0002   59558     120    0        2.8      327.9     2.73e+04
2021 12 10  0003   59558     180    0        3.3      325.5     2.64e+04
2021 12 10  0004   59558     240    0        3.2      324.3     2.83e+04
2021 12 10  0005   59558     300    0        3.6      326.7     2.83e+04
2021 12 10  0006   59558     360    0        3.2      327.2     3.02e+04
2021 12 10  0007   59558     420    0        2.8      324.7     2.47e+04
2021 12 10  0008   59558     480    0        2.4      323.3     2.09e+04
2021 12 10  0009   59558     540    0        2.1      324.7     1.92e+04
2021 12 10  0010   59558     600    0        2.6      324.1     2.39e+04
2021 12 10  0011   59558     660    0        3.1      321.8     2.65e+04
2021 12 10  0012   59558     720    0        3.1      321.9     2.23e+04
2021 12 10  0013   59558     780    0        2.9      321.9     2.54e+04
2021 12 10  0014   59558     840    0        2.4      322.3     2.43e+04
2021 12 10  0015   59558     900    0        1.8      327.3     2.12e+04
2021 12 10  0016   59558     960    0        1.6      330.7     1.98e+04
2021 12 10  0017   59558    1020    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0018   59558    1080    0        3.0      322.3     3.07e+04
2021 12 10  0019   59558    1140    0        2.7      322.1     2.71e+04
2021 12 10  0020   59558    1200    0        2.3      325.3     1.97e+04
2021 12 10  0021   59558    1260    0        2.7      323.1     2.21e+04
2021 12 10  0022   59558    1320    0        2.8      322.1     2.40e+04
2021 12 10  0023   59558    1380    0        2.7      322.9     2.42e+04
2021 12 10  0024   59558    1440    0        2.7      323.0     2.28e+04
2021 12 10  0025   59558    1500    0        2.8      321.9     2.43e+04
2021 12 10  0026   59558    1560    0        2.6      322.4     2.32e+04
2021 12 10  0027   59558    1620    0        2.7      323.2     1.96e+04
2021 12 10  0028   59558    1680    0        2.9      322.7     2.07e+04
2021 12 10  0029   59558    1740    0        3.0      322.5     2.34e+04
2021 12 10  0030   59558    1800    0        3.4      319.8     2.46e+04
2021 12 10  0031   59558    1860    0        3.0      320.4     1.99e+04
2021 12 10  0032   59558    1920    0        2.8      320.5     2.25e+04
2021 12 10  0033   59558    1980    0        2.9      321.4     1.84e+04
2021 12 10  0034   59558    2040    0        2.6      320.5     2.20e+04
2021 12 10  0035   59558    2100    0        2.7      321.6     1.75e+04
2021 12 10  0036   59558    2160    0        1.8      321.2     2.45e+04
2021 12 10  0037   59558    2220    0        2.8      319.5     2.37e+04
2021 12 10  0038   59558    2280    0        3.2      319.1     2.33e+04
2021 12 10  0039   59558    2340    0        3.3      319.5     2.12e+04
2021 12 10  0040   59558    2400    0        3.1      319.7     2.21e+04
2021 12 10  0041   59558    2460    0        2.8      320.3     2.01e+04
2021 12 10  0042   59558    2520    0        2.7      321.5     1.93e+04
2021 12 10  0043   59558    2580    0        2.6      321.8     1.95e+04
2021 12 10  0044   59558    2640    0        2.8      321.5     1.86e+04
2021 12 10  0045   59558    2700    0        3.4      321.6     2.22e+04
2021 12 10  0046   59558    2760    0        3.4      318.1     2.00e+04
2021 12 10  0047   59558    2820    0        3.3      318.5     2.03e+04
2021 12 10  0048   59558    2880    0        3.4      319.7     1.85e+04
2021 12 10  0049   59558    2940    0        3.2      319.8     2.44e+04
2021 12 10  0050   59558    3000    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0051   59558    3060    0        2.5      323.0     2.05e+04
2021 12 10  0052   59558    3120    0        3.1      317.5     2.33e+04
2021 12 10  0053   59558    3180    0        3.3      317.1     2.13e+04
2021 12 10  0054   59558    3240    0        3.3      319.1     1.96e+04
2021 12 10  0055   59558    3300    0        3.2      317.7     1.94e+04
2021 12 10  0056   59558    3360    0        3.6      321.1     2.37e+04
2021 12 10  0057   59558    3420    0        3.4      322.8     2.86e+04
2021 12 10  0058   59558    3480    0        2.9      322.3     2.95e+04
2021 12 10  0059   59558    3540    0        3.1      321.2     2.94e+04
2021 12 10  0100   59558    3600    0        3.8      318.8     3.08e+04
2021 12 10  0101   59558    3660    0        3.5      319.0     2.82e+04
2021 12 10  0102   59558    3720    0        2.5      318.0     2.30e+04
2021 12 10  0103   59558    3780    0        2.5      315.4     2.34e+04
2021 12 10  0104   59558    3840    0        3.1      315.7     1.73e+04
2021 12 10  0105   59558    3900    0        4.1      313.6     2.08e+04
2021 12 10  0106   59558    3960    0        3.7      317.3     2.06e+04
2021 12 10  0107   59558    4020    0        3.6      317.9     1.85e+04
2021 12 10  0108   59558    4080    0        3.6      314.4     1.93e+04
2021 12 10  0109   59558    4140    0        3.6      314.2     1.99e+04
2021 12 10  0110   59558    4200    0        3.5      314.6     1.87e+04
2021 12 10  0111   59558    4260    0        3.5      314.6     1.98e+04
2021 12 10  0112   59558    4320    0        3.0      316.3     2.53e+04
2021 12 10  0113   59558    4380    0        3.2      315.9     2.38e+04
2021 12 10  0114   59558    4440    0        3.6      315.4     2.03e+04
2021 12 10  0115   59558    4500    0        3.7      315.9     2.18e+04
2021 12 10  0116   59558    4560    0        3.9      315.6     2.32e+04
2021 12 10  0117   59558    4620    0        4.1      316.1     2.33e+04
2021 12 10  0118   59558    4680    0        3.8      315.2     2.08e+04
2021 12 10  0119   59558    4740    0        3.6      313.0     1.82e+04
2021 12 10  0120   59558    4800    0        3.5      316.0     2.02e+04
2021 12 10  0121   59558    4860    0        3.5      316.0     2.02e+04
2021 12 10  0122   59558    4920    0        3.5      317.0     2.06e+04
2021 12 10  0123   59558    4980    0        3.5      317.0     2.06e+04
2021 12 10  0124   59558    5040    0        2.8      321.2     1.85e+04
2021 12 10  0125   59558    5100    0        2.8      320.9     1.73e+04
2021 12 10  0126   59558    5160    0        3.7      317.3     2.06e+04
2021 12 10  0127   59558    5220    0        3.9      314.0     2.17e+04
2021 12 10  0128   59558    5280    0        3.7      313.0     2.12e+04
2021 12 10  0129   59558    5340    0        3.5      312.3     2.01e+04
2021 12 10  0130   59558    5400    0        3.3      313.2     1.98e+04
2021 12 10  0131   59558    5460    0        3.3      314.8     2.13e+04
2021 12 10  0132   59558    5520    0        3.4      314.8     2.33e+04
2021 12 10  0133   59558    5580    0        3.5      314.9     2.42e+04
2021 12 10  0134   59558    5640    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0135   59558    5700    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0136   59558    5760    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0137   59558    5820    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0138   59558    5880    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0139   59558    5940    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0140   59558    6000    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0141   59558    6060    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0142   59558    6120    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0143   59558    6180    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0144   59558    6240    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0145   59558    6300    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0146   59558    6360    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0147   59558    6420    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0148   59558    6480    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0149   59558    6540    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0150   59558    6600    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0151   59558    6660    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0152   59558    6720    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0153   59558    6780    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0154   59558    6840    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0155   59558    6900    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0156   59558    6960    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0157   59558    7020    9    -9999.9    -9999.9    -1.00e+05
2021 12 10  0158   59558    7080    9    -9999.9    -9999.9    -1.00e+05
