:Data_list: 20211228_ace_swepam_1m.txt
:Created: 2021 Dec 29 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2021 12 28  0000   59576       0    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0001   59576      60    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0002   59576     120    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0003   59576     180    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0004   59576     240    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0005   59576     300    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0006   59576     360    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0007   59576     420    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0008   59576     480    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0009   59576     540    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0010   59576     600    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0011   59576     660    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0012   59576     720    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0013   59576     780    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0014   59576     840    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0015   59576     900    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0016   59576     960    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0017   59576    1020    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0018   59576    1080    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0019   59576    1140    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0020   59576    1200    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0021   59576    1260    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0022   59576    1320    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0023   59576    1380    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0024   59576    1440    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0025   59576    1500    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0026   59576    1560    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0027   59576    1620    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0028   59576    1680    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0029   59576    1740    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0030   59576    1800    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0031   59576    1860    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0032   59576    1920    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0033   59576    1980    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0034   59576    2040    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0035   59576    2100    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0036   59576    2160    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0037   59576    2220    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0038   59576    2280    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0039   59576    2340    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0040   59576    2400    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0041   59576    2460    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0042   59576    2520    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0043   59576    2580    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0044   59576    2640    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0045   59576    2700    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0046   59576    2760    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0047   59576    2820    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0048   59576    2880    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0049   59576    2940    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0050   59576    3000    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0051   59576    3060    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0052   59576    3120    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0053   59576    3180    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0054   59576    3240    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0055   59576    3300    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0056   59576    3360    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0057   59576    3420    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0058   59576    3480    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0059   59576    3540    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0100   59576    3600    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0101   59576    3660    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0102   59576    3720    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0103   59576    3780    9    -9999.9    -9999.9    -1.00e+05
2021 12 28  0104   59576    3840    9    -9999.9    -9999.9    -1.00e+05
