:Data_list: 20211222_ace_swepam_1m.txt
:Created: 2021 Dec 23 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2021 12 22  0000   59570       0    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0001   59570      60    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0002   59570     120    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0003   59570     180    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0004   59570     240    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0005   59570     300    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0006   59570     360    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0007   59570     420    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0008   59570     480    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0009   59570     540    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0010   59570     600    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0011   59570     660    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0012   59570     720    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0013   59570     780    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0014   59570     840    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0015   59570     900    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0016   59570     960    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0017   59570    1020    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0018   59570    1080    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0019   59570    1140    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0020   59570    1200    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0021   59570    1260    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0022   59570    1320    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0023   59570    1380    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0024   59570    1440    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0025   59570    1500    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0026   59570    1560    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0027   59570    1620    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0028   59570    1680    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0029   59570    1740    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0030   59570    1800    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0031   59570    1860    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0032   59570    1920    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0033   59570    1980    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0034   59570    2040    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0035   59570    2100    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0036   59570    2160    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0037   59570    2220    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0038   59570    2280    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0039   59570    2340    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0040   59570    2400    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0041   59570    2460    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0042   59570    2520    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0043   59570    2580    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0044   59570    2640    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0045   59570    2700    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0046   59570    2760    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0047   59570    2820    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0048   59570    2880    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0049   59570    2940    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0050   59570    3000    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0051   59570    3060    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0052   59570    3120    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0053   59570    3180    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0054   59570    3240    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0055   59570    3300    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0056   59570    3360    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0057   59570    3420    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0058   59570    3480    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0059   59570    3540    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0100   59570    3600    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0101   59570    3660    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0102   59570    3720    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0103   59570    3780    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0104   59570    3840    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0105   59570    3900    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0106   59570    3960    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0107   59570    4020    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0108   59570    4080    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0109   59570    4140    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0110   59570    4200    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0111   59570    4260    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0112   59570    4320    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0113   59570    4380    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0114   59570    4440    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0115   59570    4500    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0116   59570    4560    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0117   59570    4620    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0118   59570    4680    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0119   59570    4740    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0120   59570    4800    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0121   59570    4860    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0122   59570    4920    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0123   59570    4980    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0124   59570    5040    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0125   59570    5100    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0126   59570    5160    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0127   59570    5220    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0128   59570    5280    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0129   59570    5340    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0130   59570    5400    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0131   59570    5460    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0132   59570    5520    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0133   59570    5580    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0134   59570    5640    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0135   59570    5700    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0136   59570    5760    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0137   59570    5820    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0138   59570    5880    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0139   59570    5940    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0140   59570    6000    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0141   59570    6060    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0142   59570    6120    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0143   59570    6180    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0144   59570    6240    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0145   59570    6300    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0146   59570    6360    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0147   59570    6420    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0148   59570    6480    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0149   59570    6540    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0150   59570    6600    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0151   59570    6660    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0152   59570    6720    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0153   59570    6780    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0154   59570    6840    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0155   59570    6900    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0156   59570    6960    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0157   59570    7020    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0158   59570    7080    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0159   59570    7140    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0200   59570    7200    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0201   59570    7260    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0202   59570    7320    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0203   59570    7380    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0204   59570    7440    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0205   59570    7500    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0206   59570    7560    9    -9999.9    -9999.9    -1.00e+05
2021 12 22  0207   59570    7620    9    -9999.9    -9999.9    -1.00e+05
