:Data_list: 20231014_ace_swepam_1m.txt
:Created: 2023 Oct 15 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2023 10 14  0000   60231       0    0        0.0      491.4     1.10e+05
2023 10 14  0001   60231      60    0        0.0      491.1     1.12e+05
2023 10 14  0002   60231     120    0        0.0      498.5     1.34e+05
2023 10 14  0003   60231     180    0        0.1      496.0     1.14e+05
2023 10 14  0004   60231     240    0        0.0      497.3     1.46e+05
2023 10 14  0005   60231     300    0        0.0      490.2     1.30e+05
2023 10 14  0006   60231     360    0        0.0      490.8     1.29e+05
2023 10 14  0007   60231     420    1        0.0      494.6     1.30e+05
2023 10 14  0008   60231     480    1        0.0      498.3     1.08e+05
2023 10 14  0009   60231     540    1        0.0      501.6     9.08e+04
2023 10 14  0010   60231     600    1        0.0      499.2     9.46e+04
2023 10 14  0011   60231     660    0        0.0      497.1     1.13e+05
2023 10 14  0012   60231     720    0        0.1      503.4     1.31e+05
2023 10 14  0013   60231     780    0        0.0      497.1     1.11e+05
2023 10 14  0014   60231     840    1        0.0      501.5     1.63e+05
2023 10 14  0015   60231     900    0        0.0      502.4     1.79e+05
2023 10 14  0016   60231     960    1        0.1      498.8     9.38e+04
2023 10 14  0017   60231    1020    0        0.1      496.8     1.09e+05
2023 10 14  0018   60231    1080    0        0.1      500.1     1.05e+05
2023 10 14  0019   60231    1140    0        0.0      501.6     1.08e+05
2023 10 14  0020   60231    1200    0        0.0      497.0     1.27e+05
2023 10 14  0021   60231    1260    0        0.1      500.5     1.05e+05
2023 10 14  0022   60231    1320    0        0.1      500.3     1.26e+05
2023 10 14  0023   60231    1380    0        0.1      498.7     1.47e+05
2023 10 14  0024   60231    1440    0        0.1      515.6     9.81e+04
2023 10 14  0025   60231    1500    0        0.1      511.0     9.77e+04
2023 10 14  0026   60231    1560    0        0.2      502.1     9.63e+04
2023 10 14  0027   60231    1620    1        0.1      500.3     9.94e+04
2023 10 14  0028   60231    1680    0        0.2      505.2     1.15e+05
2023 10 14  0029   60231    1740    0        0.1      497.2     1.23e+05
2023 10 14  0030   60231    1800    0        0.4      503.2     7.29e+04
2023 10 14  0031   60231    1860    0        0.3      509.0     6.62e+04
2023 10 14  0032   60231    1920    1        0.1      489.3     1.03e+05
2023 10 14  0033   60231    1980    0        0.1      503.6     1.27e+05
2023 10 14  0034   60231    2040    0        0.1      495.7     1.02e+05
2023 10 14  0035   60231    2100    0        0.1      509.0     1.40e+05
2023 10 14  0036   60231    2160    0        0.0      510.2     1.45e+05
2023 10 14  0037   60231    2220    0        0.0      510.7     1.51e+05
2023 10 14  0038   60231    2280    0        0.1      508.1     1.44e+05
2023 10 14  0039   60231    2340    0        0.2      508.6     1.14e+05
2023 10 14  0040   60231    2400    0        0.4      506.9     9.89e+04
2023 10 14  0041   60231    2460    0        0.4      509.6     9.61e+04
2023 10 14  0042   60231    2520    0        0.4      515.4     8.91e+04
2023 10 14  0043   60231    2580    0        0.4      510.5     9.19e+04
2023 10 14  0044   60231    2640    0        0.5      515.2     8.84e+04
2023 10 14  0045   60231    2700    0        0.5      514.1     8.10e+04
2023 10 14  0046   60231    2760    0        0.5      516.4     8.49e+04
2023 10 14  0047   60231    2820    0        0.3      512.6     8.00e+04
2023 10 14  0048   60231    2880    0        0.2      506.0     8.25e+04
2023 10 14  0049   60231    2940    0        0.2      511.6     7.87e+04
2023 10 14  0050   60231    3000    0        0.3      505.0     7.00e+04
2023 10 14  0051   60231    3060    0        0.2      513.4     7.32e+04
2023 10 14  0052   60231    3120    0        0.2      512.9     6.94e+04
2023 10 14  0053   60231    3180    0        0.2      514.9     7.70e+04
2023 10 14  0054   60231    3240    0        0.2      518.0     7.45e+04
2023 10 14  0055   60231    3300    0        0.2      521.8     8.14e+04
2023 10 14  0056   60231    3360    0        0.2      524.0     9.04e+04
2023 10 14  0057   60231    3420    0        0.1      514.7     1.41e+05
2023 10 14  0058   60231    3480    0        0.2      515.3     1.49e+05
2023 10 14  0059   60231    3540    0        0.2      515.6     1.63e+05
2023 10 14  0100   60231    3600    0        0.1      512.1     1.50e+05
2023 10 14  0101   60231    3660    0        0.1      507.4     1.12e+05
2023 10 14  0102   60231    3720    0        0.1      511.4     1.15e+05
2023 10 14  0103   60231    3780    0        0.1      521.1     1.37e+05
2023 10 14  0104   60231    3840    0        0.1      509.0     1.04e+05
2023 10 14  0105   60231    3900    0        0.2      517.9     7.64e+04
2023 10 14  0106   60231    3960    0        0.2      518.8     6.43e+04
2023 10 14  0107   60231    4020    0        0.2      514.7     7.28e+04
2023 10 14  0108   60231    4080    0        0.1      510.8     1.01e+05
2023 10 14  0109   60231    4140    0        0.1      509.3     1.42e+05
2023 10 14  0110   60231    4200    1        0.1      508.7     1.74e+05
2023 10 14  0111   60231    4260    0        0.0      511.1     1.51e+05
2023 10 14  0112   60231    4320    0        0.0      513.4     1.41e+05
2023 10 14  0113   60231    4380    0        0.1      510.2     1.49e+05
2023 10 14  0114   60231    4440    0        0.1      502.8     1.32e+05
2023 10 14  0115   60231    4500    0        0.1      498.0     1.32e+05
2023 10 14  0116   60231    4560    0        0.1      497.4     1.30e+05
2023 10 14  0117   60231    4620    0        0.1      490.2     1.05e+05
2023 10 14  0118   60231    4680    0        0.1      495.5     1.07e+05
2023 10 14  0119   60231    4740    1        0.1      499.8     1.50e+05
2023 10 14  0120   60231    4800    0        0.1      506.1     1.04e+05
2023 10 14  0121   60231    4860    0        0.1      502.8     1.31e+05
2023 10 14  0122   60231    4920    0        0.1      501.1     1.16e+05
2023 10 14  0123   60231    4980    0        0.1      495.4     1.39e+05
2023 10 14  0124   60231    5040    0        0.1      504.6     1.27e+05
2023 10 14  0125   60231    5100    0        0.1      508.6     1.21e+05
2023 10 14  0126   60231    5160    0        0.1      506.8     1.30e+05
2023 10 14  0127   60231    5220    0        0.1      505.1     1.21e+05
2023 10 14  0128   60231    5280    0        0.1      507.2     1.18e+05
2023 10 14  0129   60231    5340    0        0.1      509.7     1.27e+05
2023 10 14  0130   60231    5400    0        0.1      508.5     1.32e+05
2023 10 14  0131   60231    5460    0        0.1      508.6     1.36e+05
2023 10 14  0132   60231    5520    0        0.1      510.1     1.47e+05
2023 10 14  0133   60231    5580    0        0.1      515.4     1.44e+05
2023 10 14  0134   60231    5640    0        0.1      519.0     1.48e+05
2023 10 14  0135   60231    5700    0        0.1      513.4     1.25e+05
2023 10 14  0136   60231    5760    0        0.1      521.2     1.02e+05
2023 10 14  0137   60231    5820    0        0.1      522.9     1.52e+05
2023 10 14  0138   60231    5880    0        0.1      526.7     1.31e+05
2023 10 14  0139   60231    5940    0        0.1      516.5     1.12e+05
2023 10 14  0140   60231    6000    0        0.1      523.1     1.60e+05
2023 10 14  0141   60231    6060    0        0.1      522.8     1.29e+05
2023 10 14  0142   60231    6120    0        0.0      519.9     1.67e+05
2023 10 14  0143   60231    6180    0        0.0      524.1     1.49e+05
2023 10 14  0144   60231    6240    0        0.1      529.8     1.29e+05
2023 10 14  0145   60231    6300    0        0.1      533.5     1.31e+05
2023 10 14  0146   60231    6360    0        0.1      532.8     1.03e+05
2023 10 14  0147   60231    6420    0        0.1      526.9     1.25e+05
2023 10 14  0148   60231    6480    0        0.1      529.8     1.49e+05
2023 10 14  0149   60231    6540    0        0.1      535.3     1.59e+05
2023 10 14  0150   60231    6600    0        0.1      541.5     1.79e+05
2023 10 14  0151   60231    6660    0        0.1      527.7     1.15e+05
2023 10 14  0152   60231    6720    0        0.1      528.0     1.25e+05
2023 10 14  0153   60231    6780    1        0.1      520.1     1.55e+05
2023 10 14  0154   60231    6840    0        0.1      524.3     9.04e+04
2023 10 14  0155   60231    6900    0        0.1      524.9     9.86e+04
2023 10 14  0156   60231    6960    0        0.1      537.0     9.14e+04
2023 10 14  0157   60231    7020    0        0.1      534.6     1.06e+05
2023 10 14  0158   60231    7080    0        0.0      529.7     1.25e+05
2023 10 14  0159   60231    7140    0        0.1      532.0     1.19e+05
2023 10 14  0200   60231    7200    0        0.1      532.5     1.35e+05
2023 10 14  0201   60231    7260    0        0.0      537.5     1.32e+05
2023 10 14  0202   60231    7320    0        0.1      548.3     8.77e+04
2023 10 14  0203   60231    7380    0        0.1      537.0     9.61e+04
2023 10 14  0204   60231    7440    0        0.1      537.8     9.43e+04
2023 10 14  0205   60231    7500    0        0.1      539.7     9.29e+04
2023 10 14  0206   60231    7560    0        0.1      534.7     1.18e+05
2023 10 14  0207   60231    7620    0        0.1      538.4     8.06e+04
2023 10 14  0208   60231    7680    0        0.1      536.5     7.34e+04
2023 10 14  0209   60231    7740    0        0.1      537.3     8.90e+04
2023 10 14  0210   60231    7800    0        0.1      533.3     1.21e+05
2023 10 14  0211   60231    7860    0        0.1      538.0     7.32e+04
2023 10 14  0212   60231    7920    0        0.1      540.3     6.56e+04
2023 10 14  0213   60231    7980    0        0.1      532.2     1.30e+05
2023 10 14  0214   60231    8040    0        0.0      531.1     1.34e+05
2023 10 14  0215   60231    8100    0        0.0      534.1     1.20e+05
2023 10 14  0216   60231    8160    0        0.0      537.0     1.02e+05
2023 10 14  0217   60231    8220    0        0.0      537.2     9.29e+04
2023 10 14  0218   60231    8280    0        0.0      533.0     1.12e+05
2023 10 14  0219   60231    8340    0        0.0      530.2     1.08e+05
2023 10 14  0220   60231    8400    0        0.1      529.5     9.40e+04
2023 10 14  0221   60231    8460    0        0.1      520.2     1.07e+05
2023 10 14  0222   60231    8520    0        0.1      516.9     7.32e+04
2023 10 14  0223   60231    8580    0        0.1      511.5     9.06e+04
2023 10 14  0224   60231    8640    0        0.2      520.4     6.68e+04
2023 10 14  0225   60231    8700    0        0.1      519.6     7.55e+04
2023 10 14  0226   60231    8760    0        0.1      523.1     1.10e+05
2023 10 14  0227   60231    8820    0        0.1      521.3     7.47e+04
2023 10 14  0228   60231    8880    0        0.1      529.3     7.93e+04
2023 10 14  0229   60231    8940    0        0.1      530.9     7.09e+04
2023 10 14  0230   60231    9000    0        0.1      531.1     7.09e+04
2023 10 14  0231   60231    9060    0        0.1      530.5     6.54e+04
2023 10 14  0232   60231    9120    0        0.1      526.4     6.64e+04
2023 10 14  0233   60231    9180    0        0.1      520.9     1.02e+05
2023 10 14  0234   60231    9240    0        0.1      517.8     1.17e+05
2023 10 14  0235   60231    9300    0        0.1      517.4     7.51e+04
2023 10 14  0236   60231    9360    0        0.1      507.8     8.51e+04
2023 10 14  0237   60231    9420    0        0.1      511.8     8.22e+04
2023 10 14  0238   60231    9480    0        0.2      534.4     6.51e+04
2023 10 14  0239   60231    9540    0        0.2      531.5     5.88e+04
2023 10 14  0240   60231    9600    0        0.0      529.0     6.48e+04
2023 10 14  0241   60231    9660    0        0.1      527.3     7.05e+04
2023 10 14  0242   60231    9720    0        0.2      528.2     5.97e+04
2023 10 14  0243   60231    9780    0        0.2      531.0     6.04e+04
2023 10 14  0244   60231    9840    0        0.2      531.1     6.13e+04
2023 10 14  0245   60231    9900    0        0.2      532.2     5.82e+04
2023 10 14  0246   60231    9960    0        0.2      533.4     5.81e+04
2023 10 14  0247   60231   10020    0        0.2      530.7     6.71e+04
2023 10 14  0248   60231   10080    0        0.3      525.8     7.59e+04
2023 10 14  0249   60231   10140    0        0.3      528.3     6.76e+04
2023 10 14  0250   60231   10200    0        0.2      532.8     6.01e+04
2023 10 14  0251   60231   10260    0        0.1      526.9     7.93e+04
2023 10 14  0252   60231   10320    0        0.1      524.2     8.90e+04
2023 10 14  0253   60231   10380    0        0.2      527.3     7.64e+04
2023 10 14  0254   60231   10440    0        0.1      529.4     1.02e+05
2023 10 14  0255   60231   10500    0        0.0      528.6     1.34e+05
2023 10 14  0256   60231   10560    0        0.2      531.6     6.86e+04
2023 10 14  0257   60231   10620    0        0.2      536.1     6.58e+04
2023 10 14  0258   60231   10680    0        0.1      531.0     8.90e+04
2023 10 14  0259   60231   10740    0        0.2      538.6     6.80e+04
2023 10 14  0300   60231   10800    0        0.1      534.1     8.82e+04
2023 10 14  0301   60231   10860    0        0.1      527.3     8.17e+04
2023 10 14  0302   60231   10920    0        0.1      527.2     7.23e+04
2023 10 14  0303   60231   10980    0        0.1      521.1     9.08e+04
2023 10 14  0304   60231   11040    0        0.1      518.6     8.95e+04
2023 10 14  0305   60231   11100    0        0.1      523.9     6.35e+04
2023 10 14  0306   60231   11160    0        0.1      523.4     8.25e+04
2023 10 14  0307   60231   11220    0        0.1      518.6     1.17e+05
2023 10 14  0308   60231   11280    0        0.1      518.2     6.98e+04
2023 10 14  0309   60231   11340    0        0.0      515.6     9.97e+04
2023 10 14  0310   60231   11400    0        0.0      516.0     9.70e+04
2023 10 14  0311   60231   11460    0        0.2      519.8     6.72e+04
2023 10 14  0312   60231   11520    0        0.3      528.4     6.75e+04
2023 10 14  0313   60231   11580    0        0.3      528.0     6.53e+04
2023 10 14  0314   60231   11640    0        0.1      514.0     8.77e+04
2023 10 14  0315   60231   11700    0        0.1      523.1     9.47e+04
2023 10 14  0316   60231   11760    1        0.1      519.4     1.06e+05
2023 10 14  0317   60231   11820    0        0.1      512.1     1.25e+05
2023 10 14  0318   60231   11880    0        0.2      516.4     9.34e+04
2023 10 14  0319   60231   11940    0        0.1      519.0     9.78e+04
2023 10 14  0320   60231   12000    0        0.1      517.8     1.09e+05
2023 10 14  0321   60231   12060    0        0.1      519.9     1.22e+05
2023 10 14  0322   60231   12120    0        0.0      525.3     1.53e+05
2023 10 14  0323   60231   12180    0        0.0      527.1     1.35e+05
2023 10 14  0324   60231   12240    1        0.1      518.9     1.07e+05
2023 10 14  0325   60231   12300    0        0.1      520.9     8.86e+04
2023 10 14  0326   60231   12360    0        0.1      523.2     1.28e+05
2023 10 14  0327   60231   12420    0        0.0      521.1     1.91e+05
2023 10 14  0328   60231   12480    0        0.1      525.6     1.68e+05
2023 10 14  0329   60231   12540    0        0.0      520.7     1.84e+05
2023 10 14  0330   60231   12600    1        0.0      519.8     1.84e+05
2023 10 14  0331   60231   12660    0        0.0      523.3     1.82e+05
2023 10 14  0332   60231   12720    0        0.0      518.5     1.60e+05
2023 10 14  0333   60231   12780    0        0.0      516.9     1.65e+05
2023 10 14  0334   60231   12840    0        0.0      517.9     1.58e+05
2023 10 14  0335   60231   12900    1        0.1      515.6     1.42e+05
2023 10 14  0336   60231   12960    1        0.1      515.1     1.33e+05
2023 10 14  0337   60231   13020    0        0.1      517.0     1.21e+05
2023 10 14  0338   60231   13080    0        0.1      518.5     1.09e+05
2023 10 14  0339   60231   13140    0        0.1      521.5     1.05e+05
2023 10 14  0340   60231   13200    0        0.1      521.9     7.92e+04
2023 10 14  0341   60231   13260    0        0.1      519.6     7.99e+04
2023 10 14  0342   60231   13320    0        0.1      522.2     1.18e+05
2023 10 14  0343   60231   13380    0        0.1      522.1     1.18e+05
2023 10 14  0344   60231   13440    0        0.1      514.3     1.25e+05
2023 10 14  0345   60231   13500    0        0.1      516.3     9.11e+04
2023 10 14  0346   60231   13560    1        0.1      510.7     8.90e+04
2023 10 14  0347   60231   13620    0        0.1      514.8     9.44e+04
2023 10 14  0348   60231   13680    0        0.1      512.2     9.94e+04
2023 10 14  0349   60231   13740    0        0.0      509.9     1.32e+05
2023 10 14  0350   60231   13800    0        0.1      513.5     1.02e+05
2023 10 14  0351   60231   13860    0        0.1      510.5     8.65e+04
2023 10 14  0352   60231   13920    0        0.1      506.9     8.36e+04
2023 10 14  0353   60231   13980    0        0.1      507.0     9.25e+04
2023 10 14  0354   60231   14040    0        0.0      503.0     1.18e+05
2023 10 14  0355   60231   14100    0        0.0      495.9     1.06e+05
2023 10 14  0356   60231   14160    0        0.1      492.4     9.58e+04
2023 10 14  0357   60231   14220    0        0.1      496.5     8.97e+04
2023 10 14  0358   60231   14280    9    -9999.9    -9999.9    -1.00e+05
2023 10 14  0359   60231   14340    9    -9999.9    -9999.9    -1.00e+05
2023 10 14  0400   60231   14400    9    -9999.9    -9999.9    -1.00e+05
2023 10 14  0401   60231   14460    9    -9999.9    -9999.9    -1.00e+05
2023 10 14  0402   60231   14520    1        0.0      489.8     8.01e+04
2023 10 14  0403   60231   14580    0        0.3      500.5     4.86e+04
2023 10 14  0404   60231   14640    0        0.1      494.1     9.10e+04
2023 10 14  0405   60231   14700    0        0.0      493.7     8.83e+04
2023 10 14  0406   60231   14760    0        0.0      495.6     8.07e+04
2023 10 14  0407   60231   14820    0        0.0      489.3     8.22e+04
2023 10 14  0408   60231   14880    0        0.0      491.4     1.51e+05
2023 10 14  0409   60231   14940    0        0.0      487.5     1.42e+05
2023 10 14  0410   60231   15000    1        0.0      477.2     6.29e+04
2023 10 14  0411   60231   15060    0        0.0      492.1     1.45e+05
2023 10 14  0412   60231   15120    0        0.0      500.2     1.95e+05
2023 10 14  0413   60231   15180    0        0.0      494.9     1.78e+05
2023 10 14  0414   60231   15240    1        0.0      464.5     1.30e+04
2023 10 14  0415   60231   15300    0        0.0    -9999.9    -1.00e+05
2023 10 14  0416   60231   15360    0        0.0      506.6     2.08e+05
2023 10 14  0417   60231   15420    0        0.0      508.7     1.81e+05
2023 10 14  0418   60231   15480    0        0.0      513.8     1.82e+05
2023 10 14  0419   60231   15540    1        0.0      525.4     1.48e+05
2023 10 14  0420   60231   15600    0        0.0      524.5     1.45e+05
2023 10 14  0421   60231   15660    0        0.0      522.4     1.59e+05
2023 10 14  0422   60231   15720    0        0.0      519.1     1.54e+05
2023 10 14  0423   60231   15780    0        0.0      521.3     1.38e+05
2023 10 14  0424   60231   15840    0        0.0      523.1     1.40e+05
2023 10 14  0425   60231   15900    0        0.0      520.1     1.74e+05
2023 10 14  0426   60231   15960    1        0.0      519.5     2.07e+05
2023 10 14  0427   60231   16020    0        0.0      521.0     1.79e+05
2023 10 14  0428   60231   16080    0        0.1      519.0     1.06e+05
2023 10 14  0429   60231   16140    0        0.1      522.5     8.86e+04
2023 10 14  0430   60231   16200    0        0.1      518.9     7.53e+04
2023 10 14  0431   60231   16260    0        0.1      522.1     1.14e+05
2023 10 14  0432   60231   16320    0        0.1      529.6     1.19e+05
2023 10 14  0433   60231   16380    0        0.1      525.5     1.17e+05
2023 10 14  0434   60231   16440    0        0.0      539.6     1.53e+05
2023 10 14  0435   60231   16500    0        0.1      530.5     1.44e+05
2023 10 14  0436   60231   16560    0        0.1      531.1     1.31e+05
2023 10 14  0437   60231   16620    0        0.1      531.9     1.35e+05
2023 10 14  0438   60231   16680    0        0.1      529.3     1.12e+05
2023 10 14  0439   60231   16740    1        0.1      530.2     8.99e+04
2023 10 14  0440   60231   16800    1        0.1      530.7     7.66e+04
2023 10 14  0441   60231   16860    0        0.1      529.8     8.15e+04
2023 10 14  0442   60231   16920    0        0.0      530.6     9.24e+04
2023 10 14  0443   60231   16980    0        0.0      529.4     8.08e+04
2023 10 14  0444   60231   17040    0        0.0      527.9     8.36e+04
2023 10 14  0445   60231   17100    0        0.1      528.7     7.36e+04
2023 10 14  0446   60231   17160    0        0.0      528.9     9.53e+04
2023 10 14  0447   60231   17220    0        0.0      527.3     1.20e+05
2023 10 14  0448   60231   17280    9    -9999.9    -9999.9    -1.00e+05
2023 10 14  0449   60231   17340    0        0.0      532.3     1.11e+05
2023 10 14  0450   60231   17400    0        0.0      522.2     1.60e+05
2023 10 14  0451   60231   17460    0        0.0      522.1     1.26e+05
2023 10 14  0452   60231   17520    0        0.0      518.0     1.54e+05
2023 10 14  0453   60231   17580    0        0.0      525.3     1.26e+05
2023 10 14  0454   60231   17640    0        0.0      529.2     1.23e+05
2023 10 14  0455   60231   17700    6        0.0      529.1     1.33e+05
2023 10 14  0456   60231   17760    6        0.0      515.1     1.51e+05
2023 10 14  0457   60231   17820    0        0.0      517.9     1.65e+05
2023 10 14  0458   60231   17880    1        0.0      522.7     1.68e+05
