:Data_list: 20220101_ace_mag_1m.txt
:Created: 2022 Jan 02 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2022 01 01  0000   59580       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0001   59580      60    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0002   59580     120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0003   59580     180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0004   59580     240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0005   59580     300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0006   59580     360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0007   59580     420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0008   59580     480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0009   59580     540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0010   59580     600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0011   59580     660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0012   59580     720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0013   59580     780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0014   59580     840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0015   59580     900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0016   59580     960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0017   59580    1020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0018   59580    1080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0019   59580    1140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 01  0020   59580    1200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
