:Data_list: 20211222_ace_mag_1m.txt
:Created: 2021 Dec 23 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2021 12 22  0000   59570       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 22  0001   59570      60    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 22  0002   59570     120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 22  0003   59570     180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 22  0004   59570     240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 22  0005   59570     300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 22  0006   59570     360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 22  0007   59570     420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 22  0008   59570     480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 22  0009   59570     540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 22  0010   59570     600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 22  0011   59570     660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 22  0012   59570     720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
