:Data_list: 20211213_ace_mag_1m.txt
:Created: 2021 Dec 14 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2021 12 13  0000   59561       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0001   59561      60    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0002   59561     120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0003   59561     180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0004   59561     240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0005   59561     300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0006   59561     360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0007   59561     420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0008   59561     480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0009   59561     540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0010   59561     600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0011   59561     660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0012   59561     720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0013   59561     780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0014   59561     840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0015   59561     900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0016   59561     960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0017   59561    1020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0018   59561    1080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0019   59561    1140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0020   59561    1200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0021   59561    1260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0022   59561    1320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0023   59561    1380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0024   59561    1440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0025   59561    1500    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0026   59561    1560    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0027   59561    1620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0028   59561    1680    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0029   59561    1740    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0030   59561    1800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0031   59561    1860    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0032   59561    1920    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0033   59561    1980    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0034   59561    2040    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0035   59561    2100    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0036   59561    2160    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0037   59561    2220    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0038   59561    2280    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0039   59561    2340    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0040   59561    2400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0041   59561    2460    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0042   59561    2520    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0043   59561    2580    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0044   59561    2640    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0045   59561    2700    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0046   59561    2760    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0047   59561    2820    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0048   59561    2880    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0049   59561    2940    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0050   59561    3000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0051   59561    3060    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0052   59561    3120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0053   59561    3180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0054   59561    3240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0055   59561    3300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0056   59561    3360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0057   59561    3420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0058   59561    3480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0059   59561    3540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0100   59561    3600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0101   59561    3660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0102   59561    3720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0103   59561    3780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0104   59561    3840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0105   59561    3900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0106   59561    3960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0107   59561    4020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0108   59561    4080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0109   59561    4140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0110   59561    4200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0111   59561    4260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0112   59561    4320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0113   59561    4380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0114   59561    4440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0115   59561    4500    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0116   59561    4560    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0117   59561    4620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0118   59561    4680    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0119   59561    4740    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0120   59561    4800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0121   59561    4860    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0122   59561    4920    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0123   59561    4980    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0124   59561    5040    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0125   59561    5100    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0126   59561    5160    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0127   59561    5220    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0128   59561    5280    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0129   59561    5340    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0130   59561    5400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0131   59561    5460    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0132   59561    5520    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0133   59561    5580    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0134   59561    5640    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0135   59561    5700    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0136   59561    5760    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0137   59561    5820    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0138   59561    5880    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0139   59561    5940    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0140   59561    6000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0141   59561    6060    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0142   59561    6120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0143   59561    6180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 13  0144   59561    6240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
