:Data_list: 20220105_ace_swepam_1m.txt
:Created: 2022 Jan 06 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2022 01 05  0000   59584       0    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0001   59584      60    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0002   59584     120    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0003   59584     180    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0004   59584     240    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0005   59584     300    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0006   59584     360    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0007   59584     420    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0008   59584     480    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0009   59584     540    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0010   59584     600    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0011   59584     660    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0012   59584     720    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0013   59584     780    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0014   59584     840    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0015   59584     900    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0016   59584     960    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0017   59584    1020    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0018   59584    1080    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0019   59584    1140    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0020   59584    1200    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0021   59584    1260    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0022   59584    1320    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0023   59584    1380    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0024   59584    1440    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0025   59584    1500    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0026   59584    1560    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0027   59584    1620    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0028   59584    1680    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0029   59584    1740    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0030   59584    1800    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0031   59584    1860    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0032   59584    1920    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0033   59584    1980    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0034   59584    2040    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0035   59584    2100    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0036   59584    2160    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0037   59584    2220    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0038   59584    2280    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0039   59584    2340    9    -9999.9    -9999.9    -1.00e+05
2022 01 05  0040   59584    2400    9    -9999.9    -9999.9    -1.00e+05
